,Area_unit_2013_code,Area_unit_2013_label,Victimisations,Population,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Rate,Safe_Label
1247,532400,Ohura,2,140,501,Rural Centre,Rural area,1.4285714285714286,True
812,550902,Paraite,6,420,14,New Plymouth,Main urban area,1.4285714285714286,True
360,556900,Wanganui Central,18,1240,15,Wanganui,Main urban area,1.4516129032258065,True
52,527402,Huntly East,66,4540,217,Huntly,Minor urban area,1.4537444933920705,True
77,546700,Maraenui,49,3350,12,Napier Zone,Main urban area,1.462686567164179,True
386,503300,Horahora,17,1160,1,Whangarei,Main urban area,1.4655172413793103,True
114,591800,Northcote,39,2630,22,Christchurch,Main urban area,1.4828897338403042,True
198,503500,Raumanga East,28,1880,1,Whangarei,Main urban area,1.4893617021276597,True
218,520301,Mt Wellington Domain,26,1740,4,Central Auckland Zone,Main urban area,1.4942528735632183,True
895,545632,Awatoto,5,330,12,Napier Zone,Main urban area,1.5151515151515151,True
283,513511,Westgate,22,1450,3,Western Auckland Zone,Main urban area,1.5172413793103448,True
57,542800,Opotiki,63,4130,241,Opotiki,Minor urban area,1.5254237288135595,True
48,529100,Hamilton Lake,67,4370,6,Hamilton Zone,Main urban area,1.5331807780320368,True
234,539900,Hillcrest,25,1630,10,Rotorua,Main urban area,1.5337423312883436,True
978,585325,Haast,4,260,502,Rural (Incl.some Off Shore Islands),Rural area,1.5384615384615385,True
47,501700,Kaikohe,68,4370,208,Kaikohe,Minor urban area,1.5560640732265447,True
563,538863,Waiwhero,11,700,502,Rural (Incl.some Off Shore Islands),Rural area,1.5714285714285716,True
183,539600,Fordlands,29,1840,10,Rotorua,Main urban area,1.576086956521739,True
282,501400,Kawakawa,22,1390,206,Kawakawa,Minor urban area,1.5827338129496402,True
302,555800,Castlecliff South,21,1320,15,Wanganui,Main urban area,1.5909090909090908,True
695,527222,Meremere,8,500,501,Rural Centre,Rural area,1.6,True
35,517001,Glen Innes West,82,5100,4,Central Auckland Zone,Main urban area,1.607843137254902,True
65,587400,Hornby North,56,3480,22,Christchurch,Main urban area,1.6091954022988506,True
64,508010,Takapuna Central,56,3390,2,Northern Auckland Zone,Main urban area,1.6519174041297935,True
94,525420,Papakura North,44,2640,5,Southern Auckland Zone,Main urban area,1.6666666666666667,True
1405,541503,Taharua,1,60,502,Rural (Incl.some Off Shore Islands),Rural area,1.6666666666666667,True
71,525922,Bledisloe Park,53,3130,101,Pukekohe,Secondary urban area,1.693290734824281,True
169,602900,Fernhill,32,1860,23,Dunedin,Main urban area,1.7204301075268817,True
20,573000,Lambton,104,6000,20,Wellington Zone,Main urban area,1.7333333333333332,True
694,612801,Riverton East,8,460,299,Riverton,Minor urban area,1.7391304347826086,True
62,542410,Whakatane North,57,3240,104,Whakatane,Secondary urban area,1.7592592592592593,True
1097,528406,Rotokauri,3,170,6,Hamilton Zone,Main urban area,1.7647058823529411,True
73,544801,Kaiti South,52,2940,11,Gisborne,Main urban area,1.7687074829931975,True
1246,541501,Rangipo,2,110,502,Rural (Incl.some Off Shore Islands),Rural area,1.8181818181818181,True
977,521114,Redoubt,4,220,101,Pukekohe,Secondary urban area,1.8181818181818181,True
811,501300,Opua East,6,330,501,Rural Centre,Rural area,1.8181818181818181,True
168,502800,Regent,32,1750,1,Whangarei,Main urban area,1.8285714285714287,True
416,527503,Cambridge Central,16,870,7,Cambridge Zone,Main urban area,1.839080459770115,True
30,525001,Manurewa Central,89,4830,5,Southern Auckland Zone,Main urban area,1.8426501035196687,True
125,528900,Frankton Junction,37,2000,6,Hamilton Zone,Main urban area,1.8499999999999999,True
810,553400,Kaponga,6,320,501,Rural Centre,Rural area,1.875,True
113,500302,Kaitaia East,39,2070,202,Kaitaia,Minor urban area,1.884057971014493,True
46,592702,Shirley East,68,3580,22,Christchurch,Main urban area,1.899441340782123,True
97,556800,Laird Park,43,2250,15,Wanganui,Main urban area,1.911111111111111,True
68,564220,Levin West,54,2810,107,Levin,Secondary urban area,1.9217081850533808,True
42,591700,Avon Loop,74,3670,22,Christchurch,Main urban area,2.016348773841962,True
102,538101,Tauranga Hospital,42,2020,9,Tauranga,Main urban area,2.0792079207920793,True
893,560411,Oroua Bridge,5,240,106,Feilding,Secondary urban area,2.083333333333333,True
894,540700,Whaka,5,240,10,Rotorua,Main urban area,2.083333333333333,True
93,548500,Camberley,44,2110,13,Hastings Zone,Main urban area,2.085308056872038,True
246,564520,Trentham South,24,1150,17,Upper Hutt Zone,Main urban area,2.086956521739131,True
53,524603,Puhinui South,65,3110,5,Southern Auckland Zone,Main urban area,2.090032154340836,True
17,522202,Papatoetoe Central,109,5120,5,Southern Auckland Zone,Main urban area,2.12890625,True
145,583202,Broads,34,1590,21,Nelson,Main urban area,2.138364779874214,True
324,569900,Petone Central,20,920,18,Lower Hutt Zone,Main urban area,2.1739130434782608,True
29,541720,Taupo Central,90,3900,103,Taupo,Secondary urban area,2.307692307692308,True
92,540420,Victoria,44,1890,10,Rotorua,Main urban area,2.328042328042328,True
21,524602,Wiri,103,4390,5,Southern Auckland Zone,Main urban area,2.34624145785877,True
281,582700,Kirks,22,900,21,Nelson,Main urban area,2.4444444444444446,True
34,524111,Mangere Central,82,3350,5,Southern Auckland Zone,Main urban area,2.4477611940298507,True
323,610230,Central Gore,20,800,301,Gore,Minor urban area,2.5,True
1404,574002,Ngauranga East,1,40,20,Wellington Zone,Main urban area,2.5,True
19,569100,Hutt Central,105,4070,18,Lower Hutt Zone,Main urban area,2.5798525798525795,True
88,597840,Ashburton Central East,46,1780,112,Ashburton,Secondary urban area,2.584269662921348,True
693,540300,Ohinemutu,8,300,10,Rotorua,Main urban area,2.666666666666667,True
11,521901,Otahuhu West,148,5400,4,Central Auckland Zone,Main urban area,2.740740740740741,True
16,609302,Queenstown Hill,113,4100,117,Queenstown,Secondary urban area,2.75609756097561,True
3,514103,Auckland Central East,375,13250,4,Central Auckland Zone,Main urban area,2.8301886792452833,True
322,523404,Grange,20,700,5,Southern Auckland Zone,Main urban area,2.857142857142857,True
1245,599900,Redruth,2,70,113,Timaru,Secondary urban area,2.857142857142857,True
748,556000,Balgownie,7,240,15,Wanganui,Main urban area,2.9166666666666665,True
51,593700,Linwood East,66,2190,22,Christchurch,Main urban area,3.0136986301369864,True
39,599500,Seaview,78,2540,113,Timaru,Secondary urban area,3.0708661417322833,True
976,567200,Maidstone,4,130,17,Upper Hutt Zone,Main urban area,3.076923076923077,True
975,611300,West Invercargill,4,130,24,Invercargill,Main urban area,3.076923076923077,True
446,527925,Tokanui,15,470,8,Te Awamutu Zone,Main urban area,3.1914893617021276,True
26,581230,Blenheim Central,91,2790,26,Blenheim,Main urban area,3.2616487455197127,True
337,585130,Greymouth Central,19,580,111,Greymouth,Secondary urban area,3.2758620689655173,True
33,546901,Nelson Park,82,2480,12,Napier Zone,Main urban area,3.306451612903226,True
0,514102,Auckland Central West,550,15900,4,Central Auckland Zone,Main urban area,3.459119496855346,True
25,511303,Lynnmall,94,2610,3,Western Auckland Zone,Main urban area,3.601532567049808,True
32,525410,Papakura Central,85,2290,5,Southern Auckland Zone,Main urban area,3.711790393013101,True
108,576500,Adelaide,41,1100,20,Wellington Zone,Main urban area,3.727272727272727,True
14,544600,Gisborne Central,128,3380,11,Gisborne,Main urban area,3.7869822485207103,True
28,609304,Queenstown Bay,90,2360,117,Queenstown,Secondary urban area,3.8135593220338984,True
41,523501,Otara North,74,1870,5,Southern Auckland Zone,Main urban area,3.9572192513368987,True
528,546400,Onekawa West,12,300,12,Napier Zone,Main urban area,4.0,True
70,514302,Grafton East,53,1290,4,Central Auckland Zone,Main urban area,4.108527131782946,True
75,545842,Bridge Pa,51,1240,13,Hastings Zone,Main urban area,4.112903225806452,True
18,603000,High St-Stuart St,107,2540,23,Dunedin,Main urban area,4.212598425196851,True
13,548200,Hastings Central,130,2970,13,Hastings Zone,Main urban area,4.377104377104377,True
5,514101,Auckland Harbourside,253,5680,4,Central Auckland Zone,Main urban area,4.454225352112676,True
473,557000,Spriggens Park,14,310,15,Wanganui,Main urban area,4.516129032258064,True
10,603100,Stuart St-Frederick St,154,3360,23,Dunedin,Main urban area,4.583333333333333,True
23,514200,Newton,101,2170,4,Central Auckland Zone,Main urban area,4.654377880184332,True
692,535380,Amisfield,8,160,102,Tokoroa,Secondary urban area,5.0,True
1403,617703,Tamaki Strait,1,20,506,Inlet-not in TA,Rural area,5.0,True
101,519500,Penrose,42,780,4,Central Auckland Zone,Main urban area,5.384615384615385,True
1,573101,Willis Street-Cambridge Terrace,447,8300,20,Wellington Zone,Main urban area,5.385542168674698,True
135,590900,Riccarton South,35,610,22,Christchurch,Main urban area,5.737704918032787,True
83,535350,Tokoroa Central,47,790,102,Tokoroa,Secondary urban area,5.949367088607595,True
7,562800,Palmerston North Central,190,3060,16,Palmerston North,Main urban area,6.209150326797386,True
1244,580445,Marlborough Sounds Coastal Marine,2,30,507,Inlet-in TA but not in Urban Area,Rural area,6.666666666666667,True
9,538201,Tauranga Central,167,2270,9,Tauranga,Main urban area,7.356828193832598,True
809,568800,Gracefield,6,80,18,Lower Hutt Zone,Main urban area,7.5,True
37,591600,Hagley Park,80,1040,22,Christchurch,Main urban area,7.6923076923076925,True
445,524402,Mangere Station,15,190,5,Southern Auckland Zone,Main urban area,7.894736842105263,True
43,611210,Otakaro Park,73,820,24,Invercargill,Main urban area,8.902439024390244,True
55,578600,Masterton Central,64,640,109,Masterton,Secondary urban area,10.0,True
1402,501613,Bay of Islands,1,10,507,Inlet-in TA but not in Urban Area,Rural area,10.0,True
1400,574303,Ngauranga West,1,10,20,Wellington Zone,Main urban area,10.0,True
132,528403,Te Rapa,36,360,6,Hamilton Zone,Main urban area,10.0,True
1401,522605,Half Moon Bay Marina,1,10,507,Inlet-in TA but not in Urban Area,Rural area,10.0,True
1399,617501,Oceanic-Auckland Region East,1,10,510,Oceanic-in Region but not in TA,Rural area,10.0,True
2,529700,Hamilton Central,380,3170,6,Hamilton Zone,Main urban area,11.987381703470032,True
892,548400,Woolwich,5,40,13,Hastings Zone,Main urban area,12.5,True
8,540410,Kuirau,168,1290,10,Rotorua,Main urban area,13.023255813953488,True
974,538202,Sulphur Point,4,30,9,Tauranga,Main urban area,13.333333333333334,True
15,587821,Paparua,121,890,22,Christchurch,Main urban area,13.595505617977526,True
747,503900,Port-Limeburners,7,50,1,Whangarei,Main urban area,14.000000000000002,True
22,551800,New Plymouth Central,102,680,14,New Plymouth,Main urban area,15.0,True
67,567100,Upper Hutt Central,54,330,17,Upper Hutt Zone,Main urban area,16.363636363636363,True
